Insectendoosnaam,soortnaam,aantal,volgnr
Insectendoos 09-10,Sitona sulcifrons,12,24
Insectendoos 09-10,Sitona flavescens,12,25
Insectendoos 09-10,Sitona crinitus,5,26
Insectendoos 09-10,Sitona waterhousei,2,27
Insectendoos 09-10,Sitona hispidulus,10,28
Insectendoos 09-10,Sitona cylindricollis,5,29
Insectendoos 09-10,Sitona humeralis,7,30
Insectendoos 09-10,NN NN,10,31
Insectendoos 09-10,Psalidium spinimanus,8,32
Insectendoos 09-10,Psalidium aurigerum,1,33
Insectendoos 09-10,Cycloderes fritillum,3,34
Insectendoos 09-10,Tanymecus palliatus,8,35
Insectendoos 09-10,Chlorophanus viridis,10,36
Insectendoos 09-10,Chlorophanus graminicola,4,37
Insectendoos 09-10,Chlorophanus excisus,2,38
Insectendoos 09-10,Chlorophanus micans,2,39
Insectendoos 09-10,Tropiphorus carinatus,4,40
Insectendoos 09-10,Tropiphorus cucullatus,2,41
Insectendoos 09-10,Tropiphorus globatus,1,42
Insectendoos 09-10,Tropiphorus bertolinii,1,43
Insectendoos 09-10,Lixus iridis,10,44
Insectendoos 09-10,Lixus albomarginatus,1,45
Insectendoos 09-10,Lixus punctiventris,1,46
Insectendoos 09-10,Lixus pulverulentis,1,47
Insectendoos 09-10,Lixus furcatus,1,48
Insectendoos 09-10,Lixus cinerascens,1,49
Insectendoos 09-10,Lixus filiformis,1,50
Insectendoos 09-10,Lixus myagri,1,51
Insectendoos 09-10,Lixus algirus,8,52
Insectendoos 09-10,Lixus bardanae,2,53
Insectendoos 09-10,Lixus scolopax,1,54
Insectendoos 09-10,Lixus cardui,10,55
Insectendoos 09-10,Lixus elongatus,10,56
Insectendoos 09-10,Lixus mucronatus,10,57
Insectendoos 09-10,Lixus anguinus,1,58
Insectendoos 09-10,Lixus juncii,2,59
Insectendoos 09-10,Larinus syriacus,1,60
Insectendoos 09-10,Larinus gricescens,2,61
Insectendoos 09-10,Larinus darsi,1,62
Insectendoos 09-10,Larinus minutus,1,63
Insectendoos 09-11,Bagous cylindrus,3,1
Insectendoos 09-11,Bagous argillaceus,12,2
Insectendoos 09-11,Bagous rotundicollis,2,3
Insectendoos 09-11,Bagous limosus,2,4
Insectendoos 09-11,Bagous tempestivus,3,5
Insectendoos 09-11,Bagous lutulentus,3,6
Insectendoos 09-11,Dorytomus longimanus,4,7
Insectendoos 09-11,Dorytomus filirostris,2,8
Insectendoos 09-11,Dorytomus tortrix,11,9
Insectendoos 09-11,Dorytomus dejaeni,12,10
Insectendoos 09-11,Dorytomus taeniatus,11,11
Insectendoos 09-11,Dorytomus affinis,1,12
Insectendoos 09-11,Dorytomus hirtipennis,10,13
Insectendoos 09-11,Dorytomus ictor,7,14
Insectendoos 09-11,Dorytomus nebulosus,2,15
Insectendoos 09-11,Dorytomus melanophthalmus,5,16
Insectendoos 09-11,Dorytomus rufatus,11,17
Insectendoos 09-11,Notaris bimaculatus,1,18
Insectendoos 09-11,Notaris scirpi,10,19
Insectendoos 09-11,Notaris acridulus,12,20
Insectendoos 09-11,Notaris aethiops,1,21
Insectendoos 09-11,Thryogenes nereis,2,22
Insectendoos 09-11,Thryogenes festucae,4,23
Insectendoos 09-11,Grypus equiseti,7,24
Insectendoos 09-11,Pachytychius squamosus,6,25
Insectendoos 09-11,Acalypus carpini,12,26
Insectendoos 09-11,Ellescus bipunctatus,12,27
Insectendoos 09-11,Lignyodes enucleator,1,28
Insectendoos 09-11,Acentrus histrio,12,29
Insectendoos 09-12,Pissodes picea,4,1
Insectendoos 09-12,Pissodes notatus,8,2
Insectendoos 09-12,Pissodes validirostris,5,3
Insectendoos 09-12,Pissodes scabricollis,1,4
Insectendoos 09-12,Pissodes pini,10,5
Insectendoos 09-12,Magdalis ruficornis,7,6
Insectendoos 09-12,Magdalis barbicornis,2,7
Insectendoos 09-12,Magdalis flavicornis,1,8
Insectendoos 09-12,Magdalis cerasi,10,9
Insectendoos 09-12,Magdalis armigera,3,10
Insectendoos 09-12,Magdalis rufa,6,11
Insectendoos 09-12,Magdalis phlegmatica,21,12
Insectendoos 09-12,Magdalis memnonia,18,13
Insectendoos 09-12,Magdalis frontalis,7,14
Insectendoos 09-12,Magdalis violacea,1,15
Insectendoos 09-12,Trachodes hispidus,4,16
Insectendoos 09-12,Lepyrus palustris,10,17
Insectendoos 09-12,Lepyrus capucinus,6,18
Insectendoos 09-12,Hylobius piceus,2,19
Insectendoos 09-12,Hylobius abietis,8,20
Insectendoos 09-12,Hylobius transversovittatus,4,21
Insectendoos 09-12,Liparus dirus,2,22
Insectendoos 09-12,Liparus glabrirostris,6,23
Insectendoos 09-12,Liparus germanus,9,24
Insectendoos 09-12,Liparus illyricus,3,25
Insectendoos 09-12,Liparus coronatus,8,26
Insectendoos 09-12,Leiosoma deflexum,7,27
Insectendoos 09-12,Leiosoma oblongulum,6,28
Insectendoos 09-12,Leiosoma concinnum,6,29
Insectendoos 09-12,Plinthus findeli,4,30
Insectendoos 09-12,Neoplinthus tigratus,1,31
Insectendoos 09-12,Epipolaeus caliginosus,3,32
Insectendoos 09-12,Minyops carinatus,1,33
Insectendoos 09-12,Alophus triguttatus,2,34
Insectendoos 09-12,Donus intermedius,2,36
Insectendoos 09-12,Donus segnis,2,37
Insectendoos 09-12,Donus comatus,10,38
Insectendoos 09-12,Donus velutinus,1,39
Insectendoos 09-12,Hypera zoilus,7,40
Insectendoos 09-12,Hypera adspersa,4,41
Insectendoos 09-12,Hypera rumicis,10,42
Insectendoos 09-12,Hypera arundis,1,43
Insectendoos 09-12,Hypera striata,2,44
Insectendoos 09-12,Hypera meles,8,45
Insectendoos 09-12,Hypera trilineata,10,46
Insectendoos 09-12,Hypera arator,10,47
Insectendoos 09-12,Hypera pedestris,10,48
Insectendoos 09-12,Hypera elongata,1,49
Insectendoos 09-12,Hypera plantaginis,4,50
Insectendoos 09-12,Hypera murina,1,51
Insectendoos 09-12,Hypera postica,10,52
Insectendoos 09-12,Hypera viciae,1,53
Insectendoos 09-12,Hypera nigrirostris,11,54
Insectendoos 09-13,Amalorrhynchus melanarius,3,1
Insectendoos 09-13,Drupenatus nasturtii,1,2
Insectendoos 09-13,Poophagus sisymbrii,10,3
Insectendoos 09-13,Tapinotus sellatus,10,4
Insectendoos 09-13,Coeliodes rubicundus,8,5
Insectendoos 09-13,Coeliodes dryados,2,6
Insectendoos 09-13,Coeliodes trifasciatus,7,7
Insectendoos 09-13,Coeliodes ruber,1,8
Insectendoos 09-13,Coeliodes cinctus,3,9
Insectendoos 09-13,Coeliodes zonatus,1,10
Insectendoos 09-13,Thamiocolus niveus,1,11
Insectendoos 09-13,Micrelus ericae,8,12
Insectendoos 09-13,Zacladus affinis,10,13
Insectendoos 09-13,Zacladus exiguus,2,14
Insectendoos 09-13,Auleutes epilobii,10,15
Insectendoos 09-13,Ceutorhynchus contractus,10,16
Insectendoos 09-13,Ceutorhynchus erysimi,10,17
Insectendoos 09-13,Ceutorhynchus pervicax,1,18
Insectendoos 09-13,Ceutorhynchus pectoralis,1,19
Insectendoos 09-13,Ceutorhynchus sulcicollis,2,20
Insectendoos 09-13,Ceutorhynchus picitarsis,4,21
Insectendoos 09-13,Ceutorhynchus quadridens,10,22
Insectendoos 09-13,Ceutorhynchus atomus,12,23
Insectendoos 09-13,Ceutorhynchus cochleariae,10,24
Insectendoos 09-13,Ceutorhynchus constrictus,8,25
Insectendoos 09-13,Ceutorhynchus alliariae,10,26
Insectendoos 09-13,Ceutorhynchus napi,1,27
Insectendoos 09-13,Ceutorhynchus rapae,10,28
Insectendoos 09-13,Ceutorhynchus assimilis,12,29
Insectendoos 09-13,Ceutorhynchus syrites,1,30
Insectendoos 09-13,Ceutorhynchus querceti,7,31
Insectendoos 09-13,Ceutorhynchus resedae,1,32
Insectendoos 09-13,Ceutorhynchus pollinarius,12,33
Insectendoos 09-13,Ceutorhynchus maculaalba,10,34
Insectendoos 09-13,Ceutorhynchus marginatus,3,35
Insectendoos 09-13,Ceutorhynchus punctiger,8,36
Insectendoos 09-13,Ceutorhynchus angulosus,2,37
Insectendoos 09-13,Ceutorhynchus melanostictus,2,38
Insectendoos 09-13,Ceutorhynchus rugulosus,10,39
Insectendoos 09-13,Ceutorhynchus figuratus,4,40
Insectendoos 09-13,Ceutorhynchus millifolii,3,41
Insectendoos 09-13,Ceutorhynchus campestris,5,42
Insectendoos 09-13,Ceutorhynchus trimaculatus,10,43
Insectendoos 09-13,Ceutorhynchus litura,10,44
Insectendoos 09-13,Ceutorhynchus pallidicornis,1,45
Insectendoos 09-13,Ceutorhynchus asperifoliarum,4,46
Insectendoos 09-13,Ceutorhynchus symphyti,6,47
Insectendoos 09-13,Ceutorhynchus geographicus,10,48
Insectendoos 09-13,Ceutorhynchus turbatus,3,49
Insectendoos 09-13,Ceutorhynchus viridipennis,1,50
Insectendoos 09-13,Ceutorhynchus duvali,2,51
Insectendoos 09-13,Ceutorhynchus fallax,1,52
Insectendoos 09-14,Stereonychus fraxini,6,1
Insectendoos 09-14,Anoplus plantaris,3,2
Insectendoos 09-14,Anoplus roboris,2,3
Insectendoos 09-14,Rhynchaenus pilosus,8,4
Insectendoos 09-14,Rhynchaenus quercus,12,5
Insectendoos 09-14,Rhynchaenus jota,3,6
Insectendoos 09-14,Rhynchaenus fagi,14,7
Insectendoos 09-14,Rhynchaenus testaceus,4,8
Insectendoos 09-14,Rhynchaenus rusci,5,9
Insectendoos 09-14,Rhynchaenus stigmatica,8,10
Insectendoos 09-14,Rhynchaenus decoratus,1,11
Insectendoos 09-14,Rhynchaenus salicis,12,12
Insectendoos 09-14,Rhynchaenus populi,2,13
Insectendoos 09-14,Rhynchaenus angustifrons,1,14
Insectendoos 09-14,Rhamphus pulicarius,1,15
Insectendoos 09-14,Rhamphus pulicarius,1,16
Insectendoos 09-14,Rhamphus ,1,17
Insectendoos 09-14,Rhamphus ,1,18
Insectendoos 09-14,Rhamphus ,1,19
Insectendoos 09-14,Rhamphus ,1,20
Insectendoos 09-14,Rhamphus ,1,21
Insectendoos 09-14,Rhamphus ,1,22
Insectendoos 09-14,Rhamphus ,1,23
Insectendoos 09-14,Rhamphus ,1,24
Insectendoos 09-14,Rhamphus ,1,25
Insectendoos 09-14,Rhamphus ,1,26
Insectendoos 09-14,Amorphocephalus coronatus,1,27
Insectendoos 09-14,Symmorphocerus beloni,1,28
Insectendoos 09-15,Alosterna tabacicolor,12,1
Insectendoos 09-15,Leptura rufipes,1,2
Insectendoos 09-15,Leptura sexguttata,2,3
Insectendoos 09-15,Leptura livida,13,4
Insectendoos 09-15,Leptura fulva,10,5
Insectendoos 09-15,Leptura maculicornis,1,6
Insectendoos 09-15,Leptura rubra,17,7
Insectendoos 09-15,Leptura scutellata,2,8
Insectendoos 09-15,Leptura sanguinolenta,4,9
Insectendoos 09-15,Judolia cerambyciformis,17,10
Insectendoos 09-15,Strangalia aurulenta,2,11
Insectendoos 09-15,Strangalia quadrifasciata,10,12
Insectendoos 09-15,Strangalia maculata,9,13
Insectendoos 09-15,Strangalia aethiops,5,14
Insectendoos 09-15,Strangalia melanura,9,15
Insectendoos 09-15,Strangalia bifasciata,2,16
Insectendoos 09-15,Strangalia nigra,6,17
Insectendoos 09-15,Strangalia attenuata,11,18
Insectendoos 09-15,Necydalis major,1,19
Insectendoos 09-15,Stenopterus rufus,20,20
Insectendoos 09-15,Coenoptera minor,7,21
Insectendoos 09-15,Coenoptera umbellatarum,2,22
Insectendoos 09-15,Callimus angulatus,4,23
Insectendoos 09-15,Aromia moschata,11,24
Insectendoos 09-15,Phymatodes testaceus,14,25
Insectendoos 09-15,Phymatodes lividus,2,26
Insectendoos 09-15,NN NN,14,27
Insectendoos 09-15,Callidium aeneum,1,28
Insectendoos 09-15,Callidium violaceum,8,29
Insectendoos 09-15,Pyrrhidium sanguineum,14,30
Insectendoos 09-15,Hylotrupus bajalus,11,31
Insectendoos 09-15,Xylotrechus rusticus,1,32
Insectendoos 09-15,Xylotrechus antilope,1,33
Insectendoos 09-15,Xylotrechus arvicola,3,34
Insectendoos 09-16,Isomira murina,4,1
Insectendoos 09-16,Cteniopus flavus,10,2
Insectendoos 09-16,Blaps lethifera,5,3
Insectendoos 09-16,Blaps mucronata,2,4
Insectendoos 09-16,Phylan gibbus,5,5
Insectendoos 09-16,Melanimon tibialis,13,6
Insectendoos 09-16,Opatrum sabulosum,3,7
Insectendoos 09-16,Phaleria cadaverine,4,8
Insectendoos 09-16,Crypticus quisquillus,10,9
Insectendoos 09-16,Diaperis boleti,5,10
Insectendoos 09-16,Scaphidema metallica,15,11
Insectendoos 09-16,Uloma culinaris,3,12
Insectendoos 09-16,Tenebrio molitor,2,13
Insectendoos 09-16,Helops coeruleus,2,14
Insectendoos 09-16,Cylindronotus laevioctostriatus,1,15
Insectendoos 09-16,NN NN,11,16
Insectendoos 09-17,Sitona hispidulus,2,1
Insectendoos 09-17,Sitona humeralis,2,2
Insectendoos 09-17,Tanymecus palliatus,2,3
Insectendoos 09-17,NN NN,3,4
Insectendoos 09-17,Mecaspis emarginatus,1,5
Insectendoos 09-17,Coniocleonis glaucus,5,6
Insectendoos 09-17,Coniocleonis nebulosus,1,7
Insectendoos 09-17,Chromoderus fasciatus,1,8
Insectendoos 09-17,Leucosomus pedestris,1,9
Insectendoos 09-17,Cleonus piger,1,10
Insectendoos 09-17,Lixus paraplecticus,1,11
Insectendoos 09-17,Lixus iridis,2,12
Insectendoos 09-17,Lixus elongatus,1,13
Insectendoos 09-17,Larinus brevis,1,14
Insectendoos 09-17,Larinus sturnus,2,15
Insectendoos 09-17,Hypera punctatus,5,16
Insectendoos 09-17,Hypera rumicis,1,17
Insectendoos 09-17,Hypera arator,3,18
Insectendoos 09-17,Hypera nigrirostris,1,19
Insectendoos 09-18,Ceutorhynchus picitarsis,1,1
Insectendoos 09-18,Ceutorhynchus erysimi,1,2
Insectendoos 09-18,Ceutorhynchus hirtulus,2,3
Insectendoos 09-18,Calandra granaria,5,4
Insectendoos 09-18,Calandra oryzae,7,5
Insectendoos 09-18,Baris cuprinostris,1,6
Insectendoos 09-18,Limnobaris T_album,1,7
Insectendoos 09-18,Balanius venosus,1,8
Insectendoos 09-18,Balanius pellitus,1,9
Insectendoos 09-18,Balanius nucum,1,10
Insectendoos 09-18,Balanius glandium,3,11
Insectendoos 09-18,Balanius villosus,1,12
Insectendoos 09-18,Balanobius crux,1,13
Insectendoos 09-18,Balanobius salvicivorus,2,14
Insectendoos 09-18,Balanobius pyrrhoceras,5,15
Insectendoos 09-18,Brachonix peneti,6,16
Insectendoos 09-18,Anthonimus rectirostris,1,17
Insectendoos 09-18,Anthonimus rubi,4,18
Insectendoos 09-18,Anthonimus pomorum,1,19
Insectendoos 09-18,Anthonimus sorbi,1,20
Insectendoos 09-19,NN NN,19,1
Insectendoos 09-19,Attelabus nitens,9,2
Insectendoos 09-19,Byctiscus populi,3,3
Insectendoos 09-19,Byctiscus betulae,5,4
Insectendoos 09-19,Rhynchitus bacchus,2,5
Insectendoos 09-19,Rhynchitus cupreus,2,6
Insectendoos 09-19,Rhynchitus aequaticus,3,7
Insectendoos 10-01,Clytus arietis,21,1
Insectendoos 10-01,Plagionotus arcuatus,31,2
Insectendoos 10-01,Anaglyptus mysticus,6,3
Insectendoos 10-01,Pupuricenus koehleri,3,4
Insectendoos 10-01,Dorcadion fuliginator,4,5
Insectendoos 10-01,Lamia textor,4,6
Insectendoos 10-01,Monochamus sartor,3,7
Insectendoos 10-01,Monochamus sutor,5,8
Insectendoos 10-01,Haplocnemia curculionides,2,9
Insectendoos 10-01,Haplocnemia nebulosa,1,10
Insectendoos 10-01,Pogonochaerus hispidulus,1,11
Insectendoos 10-01,Pogonochaerus hispidus,7,12
Insectendoos 10-01,Acanthoderes clavipes,3,13
Insectendoos 10-01,Liopus nebulosus,10,14
Insectendoos 10-01,Acanthocinus aedilis,4,15
Insectendoos 10-01,Agapanthia villosoviridescens,23,16
Insectendoos 10-01,Saperda carcharias,5,17
Insectendoos 10-01,Saperda populnea,6,18
Insectendoos 10-01,Saperda scalaris,4,19
Insectendoos 10-01,Oberea oculata,5,20
Insectendoos 10-02,Platyrrhinus resinosus,9,1
Insectendoos 10-02,Anthribus albinus,2,2
Insectendoos 10-02,Brachytarsus fasciatus,1,3
Insectendoos 10-02,Brachytarsus nebulosus,2,4
Insectendoos 10-02,Othiorhynchus clavipes var. lugdunensis,1,5
Insectendoos 10-02,Othiorhynchus raucus,2,6
Insectendoos 10-02,Othiorhynchus singularis,3,7
Insectendoos 10-02,Othiorhynchus veterator,1,8
Insectendoos 10-02,Othiorhynchus sulcatus,5,9
Insectendoos 10-02,Othiorhynchus ligustici,1,10
Insectendoos 10-02,Othiorhynchus atroapterus,2,11
Insectendoos 10-02,Peritelus leucogrammus,1,12
Insectendoos 10-02,Phyllobius oblongus,4,13
Insectendoos 10-02,Phyllobius piri,3,14
Insectendoos 10-02,Phyllobius betulae,6,15
Insectendoos 10-02,Phyllobius virideaeris,3,16
Insectendoos 10-02,Phyllobius calcarus,2,17
Insectendoos 10-02,Phyllobius urticae,3,18
Insectendoos 10-02,Phyllobius maculicornis,3,19
Insectendoos 10-02,Phyllobius sinuatus,2,20
Insectendoos 10-03,Apion limonii,5,1
Insectendoos 10-03,Apion miniatum,10,2
Insectendoos 10-03,Apion frumentarium,8,3
Insectendoos 10-03,Apion cruentatum,1,4
Insectendoos 10-03,Apion rubens,10,5
Insectendoos 10-03,Apion violaceum,10,6
Insectendoos 10-03,Apion hydrolapathi,1,7
Insectendoos 10-03,Apion marchicum,10,8
Insectendoos 10-03,Apion affine,1,9
Insectendoos 10-03,Apion curtirostre,10,10
Insectendoos 10-03,Apion simum,3,11
Insectendoos 10-03,Apion rugicolle,2,12
Insectendoos 10-03,Apion malvae,10,13
Insectendoos 10-03,Apion rufirostre,10,14
Insectendoos 10-03,Apion aeneum,12,15
Insectendoos 10-03,Apion radiolus,10,16
Insectendoos 10-03,Apion curvirostre,11,17
Insectendoos 10-03,Apion longirostre,14,18
Insectendoos 10-03,Apion compactum,1,19
Insectendoos 10-03,Apion difficile,2,20
Insectendoos 10-03,Apion fuscirostre,14,21
Insectendoos 10-03,Apion minimum,6,22
Insectendoos 10-03,Apion pallipes,2,23
Insectendoos 10-03,Apion semivittatum,3,24
Insectendoos 10-03,Apion urticarium,12,25
Insectendoos 10-03,Apion flavimanum,3,26
Insectendoos 10-03,Apion vicinum,2,27
Insectendoos 10-03,Apion atomarium,2,28
Insectendoos 10-03,Apion onopordi,10,29
Insectendoos 10-03,Apion penetrans,6,30
Insectendoos 10-03,Apion carduorum,10,31
Insectendoos 10-03,Apion hookeri,8,32
Insectendoos 10-03,Apion ebinium,2,33
Insectendoos 10-03,Apion seniculus,9,34
Insectendoos 10-03,Apion meliloti,3,35
Insectendoos 10-03,Apion loti,10,36
Insectendoos 10-03,Apion tenue,6,37
Insectendoos 10-03,Apion striatum,1,38
Insectendoos 10-03,Apion gyllenhali,2,39
Insectendoos 10-03,Apion pisi,6,40
Insectendoos 10-04,Otiorhynchus atroapterus,8,1
Insectendoos 10-04,Otiorhynchus anthracinus,2,2
Insectendoos 10-04,Otiorhynchus ligustici,2,3
Insectendoos 10-04,Otiorhynchus mastix,4,4
Insectendoos 10-04,Otiorhynchus inflatus,10,5
Insectendoos 10-04,Otiorhynchus geniculatus,4,6
Insectendoos 10-04,Otiorhynchus truncatus,1,7
Insectendoos 10-04,Otiorhynchus sensitivus,8,8
Insectendoos 10-04,Otiorhynchus obesus,1,9
Insectendoos 10-04,Otiorhynchus bisculatus,8,10
Insectendoos 10-04,Otiorhynchus caudatus,8,11
Insectendoos 10-04,Otiorhynchus armadillo,8,12
Insectendoos 10-04,Otiorhynchus infernalis,3,13
Insectendoos 10-04,Otiorhynchus niger,4,14
Insectendoos 10-04,Otiorhynchus sanguinipes,1,15
Insectendoos 10-04,Otiorhynchus fuscipes,8,16
Insectendoos 10-04,Otiorhynchus lugdunensis,2,17
Insectendoos 10-04,Otiorhynchus clavipes,3,18
Insectendoos 10-04,Otiorhynchus laevigatus,1,19
Insectendoos 10-04,Otiorhynchus morio,10,20
Insectendoos 10-04,Otiorhynchus arcticus,12,21
Insectendoos 10-04,Otiorhynchus politus,1,22
Insectendoos 10-04,Otiorhynchus perdix,12,23
Insectendoos 10-04,Otiorhynchus raucus,8,24
Insectendoos 10-04,Otiorhynchus dubius,3,25
Insectendoos 10-04,Otiorhynchus rugostriatus,8,26
Insectendoos 10-04,Otiorhynchus chalceus,1,27
Insectendoos 10-04,Otiorhynchus vestitus,1,28
Insectendoos 10-04,Otiorhynchus foraminosus,1,29
Insectendoos 10-04,Otiorhynchus porcatus,2,30
Insectendoos 10-04,Otiorhynchus subcostatus,1,31
Insectendoos 10-04,Otiorhynchus scaber,4,32
Insectendoos 10-04,Otiorhynchus uncinatus,3,33
Insectendoos 10-04,Otiorhynchus globulus,1,34
Insectendoos 10-04,Otiorhynchus ligneus,3,35
Insectendoos 10-04,Otiorhynchus punctifrons,1,36
Insectendoos 10-04,Otiorhynchus austriacus,3,37
Insectendoos 10-04,Otiorhynchus kollari,1,38
Insectendoos 10-04,Otiorhynchus equestris,1,39
Insectendoos 10-04,Otiorhynchus varius,3,40
Insectendoos 10-04,Otiorhynchus singularis,10,41
Insectendoos 10-04,Otiorhynchus veterator,1,42
Insectendoos 10-04,Otiorhynchus subdentatus,9,43
Insectendoos 10-04,Otiorhynchus labilis,1,44
Insectendoos 10-04,Otiorhynchus elegantulus,12,45
Insectendoos 10-04,Otiorhynchus fraxini,18,46
Insectendoos 10-04,Otiorhynchus salicis,6,47
Insectendoos 10-04,Otiorhynchus squamosus,10,48
Insectendoos 10-04,Otiorhynchus sulcatus,8,49
Insectendoos 10-04,Otiorhynchus auropunctatus,1,50
Insectendoos 10-04,Otiorhynchus rugifrons,3,51
Insectendoos 10-04,Otiorhynchus alpicola,1,52
Insectendoos 10-04,Otiorhynchus gemmatus,8,53
Insectendoos 10-04,Otiorhynchus pinastri,10,54
Insectendoos 10-04,Otiorhynchus fullo,2,55
Insectendoos 10-04,Otiorhynchus pauxillus,2,56
Insectendoos 10-04,Otiorhynchus ovatus,10,57
Insectendoos 10-04,Otiorhynchus desertus,1,58
Insectendoos 10-04,Otiorhynchus cardiniger,3,59
Insectendoos 10-04,Otiorhynchus griseopunctatus,8,60
Insectendoos 10-04,Otiorhynchus bisphaericus,1,61
Insectendoos 10-04,Otiorhynchus alutaceus,8,62
Insectendoos 10-04,Otiorhynchus aurifer,10,63
Insectendoos 10-04,Otiorhynchus delicatulus,10,64
Insectendoos 10-04,Otiorhynchus multicostatus,2,65
Insectendoos 10-04,Otiorhynchus cupreosparsus,2,66
Insectendoos 10-04,Otiorhynchus meridionalis,5,67
Insectendoos 10-04,Otiorhynchus crataegi,12,68
Insectendoos 10-04,Otiorhynchus salicicola,8,69
Insectendoos 10-04,Otiorhynchus corruptor,3,70
Insectendoos 10-05,Agroptochus bisignatus,10,1
Insectendoos 10-05,Trachyphloeus scabriusculus,2,2
Insectendoos 10-05,Trachyphloeus spinimanus,3,3
Insectendoos 10-05,Trachyphloeus bifoveolatus,3,4
Insectendoos 10-05,Trachyphloeus olivieri,2,5
Insectendoos 10-05,Polydrosus impar,4,6
Insectendoos 10-05,Polydrosus marginatus,1,7
Insectendoos 10-05,Polydrosus atomarius,3,8
Insectendoos 10-05,Polydrosus pterygomalis,1,9
Insectendoos 10-05,Polydrosus prasinus,1,10
Insectendoos 10-05,Polydrosus cervinus,7,11
Insectendoos 10-05,Polydrosus pilosus,1,12
Insectendoos 10-05,Polydrosus inustus,1,13
Insectendoos 10-05,Polydrosus confluens,1,14
Insectendoos 10-05,Polydrosus puchellus,1,15
Insectendoos 10-05,Polydrosus undatus,2,16
Insectendoos 10-05,Polydrosus ruficornis,1,17
Insectendoos 10-05,Polydrosus sericeus,2,18
Insectendoos 10-05,Polydrosus mollis,1,19
Insectendoos 10-05,Liophloeus tessulatus,9,20
Insectendoos 10-05,Liophloeus lentus,2,21
Insectendoos 10-05,Stasiodis parvulus,5,22
Insectendoos 10-05,Sciaphobus vittatus,1,23
Insectendoos 10-05,Sciaphobus setulosus,1,24
Insectendoos 10-05,Eusomus ovulum,8,25
Insectendoos 10-05,Sciaphilus asperatus,10,26
Insectendoos 10-05,Brachysomus echinatus,1,27
Insectendoos 10-05,Barypeithes tenex,1,28
Insectendoos 10-05,Barypeithes araneiformis,1,29
Insectendoos 10-05,Barypeithes pellucidus,10,30
Insectendoos 10-05,Barypeithes mollicomus,2,31
Insectendoos 10-05,Pleurodirus murinus,12,32
Insectendoos 10-06,Larinus sibiricus,10,1
Insectendoos 10-06,Larinus carinirostris,8,2
Insectendoos 10-06,Larinus jaceae,6,3
Insectendoos 10-06,Larinus sturnus,8,4
Insectendoos 10-06,Larinus turbinatus,2,5
Insectendoos 10-06,Larinus planus,10,6
Insectendoos 10-06,Larinus obtusus,1,7
Insectendoos 10-06,Larinus canescens,1,8
